"id","name","college","dept","title","is_asst","pub_year","pub_total","color","is_cfep","cfep_cluster"
"bgilger","Brian Gilger","College of Veterinary Medicine","Clinical Sciences","","False","6","162","#56B4E9","False",""
"bbcutts","Bethany Cutts","College of Natural Resources","Parks, Recreation and Tourism Management","","False","5","55","#9B59B6","False",""
"gxu3","Guozhou Xu","College of Agriculture and Life Sciences","Molecular and Structural Biochemistry","","False","3","10","#E69F00","False",""
"lpal","Lokendra Pal","College of Natural Resources","Forest Biomaterials","","False","9","96","#9B59B6","False",""
"apgriesh","Andrew Grieshop","College of Engineering","Civil, Construction and Environmental Engineering","","False","6","67","#0072B2","False",""
"rlcook","Rachel Cook","College of Natural Resources","Forestry and Environmental Resources","","False","6","74","#9B59B6","False",""
"rfguerre","Rafael Guerrero","College of Sciences","Biological Sciences","","False","1","47","#009E73","False",""
"rjnaraya","Roger Narayan","College of Engineering","Biomedical Engineering","","False","6","288","#0072B2","False",""
"closburn","Chris Osburn","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","9","124","#009E73","False",""
"jkuzma","Jennifer Kuzma","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","6","85","#CC79A7","False",""
"cmtherio","Casey Theriot","College of Veterinary Medicine","Population Health and Pathobiology","","False","6","63","#56B4E9","False",""
"ryu5","Ruozhou Yu","College of Engineering","Computer Science","","False","5","63","#0072B2","False",""
"sepratt2","Shannon Phillips","College of Agriculture and Life Sciences","Animal Science","","False","2","53","#E69F00","False",""
"sozawa","Sarah Ozawa","College of Veterinary Medicine","Clinical Sciences","","False","1","33","#56B4E9","False",""
"glcomsto","Gary Comstock","College of Humanities and Social Sciences","Philosophy and Religious Studies","","False","4","42","#CC79A7","False",""
"srporter","Stephen Porter","College of Education","Educational Leadership, Policy, and Human Development","","False","1","26","#D55E00","False",""
"vfscharf","Valery Scharf","College of Veterinary Medicine","Clinical Sciences","","False","4","51","#56B4E9","False",""
"oyozalti","Osman Ozaltin","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","5","39","#0072B2","False",""
"ljunruh","Lori Unruh Snyder","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","10","#E69F00","False",""
"msashwel","Melissa Merrill","College of Agriculture and Life Sciences","Animal Science","","False","4","28","#E69F00","False",""
"mquddus","Md Abdul Quddus","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","2","12","#1ABC9C","False",""
"msano2","Mike Sano","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","4","43","#56B4E9","False",""
"eekrupa","Erin Krupa","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","1","31","#D55E00","False",""
"clpickwo","Carrie Pickworth","College of Agriculture and Life Sciences","Animal Science","","False","5","42","#E69F00","False",""
"forestry","Joseph Roise","College of Natural Resources","Forestry and Environmental Resources","","False","4","16","#9B59B6","False",""
"agfikes","Audrey Fikes","College of Sciences","Chemistry","","False","1","6","#009E73","False",""
"ecdobbin","Katie Sanders","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","2","45","#E69F00","False",""
"mpgreen2","Matthew Green","College of Sciences","Physics","","False","6","94","#009E73","False",""
"clee45","Chin Ho Lee","College of Engineering","Computer Science","","False","2","20","#0072B2","False",""
"vpriel","Virginia Riel","College of Humanities and Social Sciences","Sociology and Anthropology","","False","1","10","#CC79A7","False",""
"cgdunn4","Corey Dunn","College of Agriculture and Life Sciences","Applied Ecology","","False","2","18","#E69F00","False",""
"dmwalls","Douglas Walls","College of Humanities and Social Sciences","English","","False","1","10","#CC79A7","False",""
"jfeduci","Jeremiah Feducia","College of Sciences","Chemistry","","False","1","6","#009E73","False",""
"cvclarke","Charlie Clarke","Poole College of Management","Finance","","False","1","3","#F0E442","False",""
"shu4","Shuijin Hu","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","23","183","#E69F00","False",""
"shultz","David Shultz","College of Sciences","Chemistry","","False","2","59","#009E73","False",""
"fgarcia4","Fernando Garcia Menendez","College of Engineering","Civil, Construction and Environmental Engineering","","False","1","41","#0072B2","False",""
"jrfletc2","Josh Fletcher","College of Veterinary Medicine","Population Health and Pathobiology","","False","1","8","#56B4E9","False",""
"bssirota","Brent Sirota","College of Humanities and Social Sciences","History","","False","2","27","#CC79A7","False",""
"wolfram","Walter Wolfram","College of Humanities and Social Sciences","English","","False","4","20","#CC79A7","False",""
"mvramire","Melissa Ramirez","College of Sciences","Biological Sciences","","False","1","25","#009E73","False",""
"hjburges","Helen Burgess","College of Humanities and Social Sciences","English","","False","1","15","#CC79A7","False",""
"yencho","Craig Yencho","College of Agriculture and Life Sciences","Horticultural Science","","False","8","109","#E69F00","False",""
"aecarso2","Ashley Brown","College of Engineering","Biomedical Engineering","","False","8","103","#0072B2","False",""
"ssengup2","Srijan Sengupta","College of Sciences","Statistics","","False","2","31","#009E73","False",""
"bakram","Bita Akram","College of Engineering","Computer Science","","False","1","10","#0072B2","False",""
"dbeggles","David Eggleston","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","3","70","#009E73","False",""
"odvelev","Orlin Velev","College of Engineering","Chemical and Biomolecular Engineering","","False","9","202","#0072B2","False",""
"dpapp","David Papp","College of Sciences","Mathematics","","False","3","41","#009E73","False",""
"sewill32","Bess Williamson","College of Design","Media Arts, Design and Technology","","False","2","7","#E74C3C","False",""
"scho3","Soolyeon Cho","College of Design","College of Design Administration","","False","2","33","#E74C3C","False",""
"lmwidman","Laura Widman","College of Humanities and Social Sciences","Psychology","","False","7","102","#CC79A7","False",""
"svenkat4","Suresh Venkatesh","College of Engineering","Electrical and Computer Engineering","","False","4","45","#0072B2","False",""
"mwking2","Martin King","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","2","72","#1ABC9C","False",""
"xpeng5","Xinxia Peng","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","60","#56B4E9","False",""
"bnbakalo","Bojko Bakalov","College of Sciences","Mathematics","","False","2","30","#009E73","False",""
"lawilli3","Laurie Williams","College of Engineering","Computer Science","","False","9","101","#0072B2","False",""
"mhenrik","Michala de Linde Henriksen","College of Veterinary Medicine","Clinical Sciences","","False","1","57","#56B4E9","False",""
"jgrimes","Jesse Grimes","College of Agriculture and Life Sciences","Prestage Department of Poultry Science","","False","3","62","#E69F00","False",""
"mtang8","Minh Tang","College of Sciences","Statistics","","False","2","57","#009E73","False",""
"nbbandil","Nonoy Bandillo","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","3","47","#E69F00","False",""
"cxu24","Cheryl Xu","College of Engineering","Mechanical and Aerospace Engineering","","False","1","90","#0072B2","False",""
"jkern","Jordan Kern","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","39","#0072B2","False",""
"jmalonso","Jose Alonso Bellver","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","5","72","#E69F00","False",""
"msharar","Mahmoud Sharara","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","4","30","#E69F00","False",""
"dambaras","David Ambaras","College of Humanities and Social Sciences","History","","False","2","17","#CC79A7","False",""
"skrhea","Sarah Rhea","College of Veterinary Medicine","Population Health and Pathobiology","","False","1","33","#56B4E9","False",""
"jftu","Juei Tu","College of Engineering","Mechanical and Aerospace Engineering","","False","1","23","#0072B2","False",""
"franzen","Stefan Franzen","College of Sciences","Chemistry","","False","2","129","#009E73","False",""
"anmihnov","A  Nicole Mihnovets","College of Natural Resources","Forestry and Environmental Resources","","False","1","2","#9B59B6","False",""
"kjpeters","Kara Peters","College of Engineering","Engineering Research","","False","7","157","#0072B2","False",""
"mnavramo","Maria Avramova","College of Engineering","Nuclear Engineering","","False","10","85","#0072B2","False",""
"xwu27","Xu Wu","College of Engineering","Nuclear Engineering","","False","3","37","#0072B2","False",""
"chwang2","Chanmi Hwang","Wilson College of Textiles","Textile and Apparel, Technology and Management","","False","1","22","#1ABC9C","False",""
"bjchapma","Benjamin Chapman","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","3","45","#E69F00","False",""
"btoconno","Brendan O'Connor","College of Engineering","Mechanical and Aerospace Engineering","","False","7","87","#0072B2","False",""
"eatorre3","Emmanuel Torres Quezada","College of Agriculture and Life Sciences","Horticultural Science","","False","2","20","#E69F00","False",""
"aismirno","Alexej Smirnov","College of Sciences","Chemistry","","False","10","127","#009E73","False",""
"rashirwa","Rohan Shirwaiker","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","2","55","#0072B2","False",""
"tagates","Terry Gates","College of Sciences","Biological Sciences","","False","2","19","#009E73","False",""
"babennet","Barbara Bennett","College of Humanities and Social Sciences","English","","False","1","2","#CC79A7","False",""
"jtsuji","Jun Ninomiya-Tsuji","College of Sciences","Biological Sciences","","False","1","52","#009E73","False",""
"mrahe","Michael Rahe","College of Veterinary Medicine","Population Health and Pathobiology","","False","1","31","#56B4E9","False",""
"amelsha","Ahmed El-Shafei","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","21","134","#1ABC9C","False",""
"nwising","Nina Balke","College of Engineering","Materials Science and Engineering","","False","10","143","#0072B2","False",""
"garabah","Ghada Rabah","College of Sciences","Chemistry","","False","1","4","#009E73","False",""
"kameikle","Kelly Meiklejohn","College of Veterinary Medicine","Population Health and Pathobiology","","False","2","46","#56B4E9","False",""
"shgreene","Steven Greene","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","2","21","#CC79A7","False",""
"smankad","Shawn Mankad","Poole College of Management","Information Technology, Analytics, & Operations","","False","1","17","#F0E442","False",""
"drotenb","Dorith Rotenberg","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","5","60","#E69F00","False",""
"smrobin5","Stefanie Robinson","Poole College of Management","Marketing","","False","5","9","#F0E442","False",""
"tnguye13","Tien Khai Nguyen","College of Sciences","Mathematics","","False","1","45","#009E73","False",""
"nsharm23","Nitin Sharma","College of Engineering","Biomedical Engineering","","False","5","125","#0072B2","False",""
"falexal","Alex Albert","College of Engineering","Civil, Construction and Environmental Engineering","","False","10","57","#0072B2","False",""
"nduquew","Natalia Duque-Wilckens","College of Sciences","Biological Sciences","","False","1","16","#009E73","False",""
"anharr25","Autumn Harris","College of Veterinary Medicine","Clinical Sciences","","False","5","43","#56B4E9","False",""
"shall5","Steven Hall","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","6","42","#E69F00","False",""
"lalucia","Lucian Lucia","College of Natural Resources","Forest Biomaterials","","False","23","313","#9B59B6","False",""
"wchang6","Wei-Chen Chang","College of Sciences","Chemistry","","False","9","76","#009E73","False",""
"sthakur","Siddhartha Thakur","College of Veterinary Medicine","Population Health and Pathobiology","","False","9","100","#56B4E9","False",""
"dvashae","Daryoosh Vashaee","College of Engineering","Electrical and Computer Engineering","","False","7","210","#0072B2","False",""
"agupta1","Abhinav Gupta","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","67","#0072B2","False",""
"aalexan3","Alen Alexanderian","College of Sciences","Mathematics","","False","3","48","#009E73","False",""
"hubbe","Martin Hubbe","College of Natural Resources","Forest Biomaterials","","False","7","137","#9B59B6","False",""
"jsking5","John King","College of Natural Resources","Forestry and Environmental Resources","","False","5","102","#9B59B6","False",""
"daley","Dennis Daley","College of Humanities and Social Sciences","Political Science & Public Administration [in the School of Public and International Affairs]","","False","1","12","#CC79A7","False",""
"jsstoneb","Jeffrey Stonebraker","Poole College of Management","Information Technology, Analytics, & Operations","","False","4","32","#F0E442","False",""
"rbarran","Rodolphe Barrangou","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","28","237","#E69F00","False",""
"chuang35","Joey Huang","College of Education","Teacher Education and Learning Sciences","","False","1","15","#D55E00","False",""
"njhostet","Nathan Hostetter","College of Agriculture and Life Sciences","Applied Ecology","","False","2","30","#E69F00","False",""
"asaibab","Arvind Krishna Saibaba","College of Sciences","Mathematics","","False","6","52","#009E73","False",""
"lmclaug2","Levi McLaughlin","College of Humanities and Social Sciences","Philosophy and Religious Studies","","False","2","34","#CC79A7","False",""
"bejacks2","Brian Jackson","College of Agriculture and Life Sciences","Horticultural Science","","False","1","48","#E69F00","False",""
"rsazdan","Radmila Sazdanovic","College of Sciences","Mathematics","","False","4","53","#009E73","False",""
"wgknolle","Whitney Knollenberg","College of Natural Resources","Parks, Recreation and Tourism Management","","False","5","51","#9B59B6","False",""
"cswalke4","Christopher Walker","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","2","26","#56B4E9","False",""
"aoh","Annie Oh","College of Veterinary Medicine","Clinical Sciences","","False","2","21","#56B4E9","False",""
"bwtaylo3","Brad Taylor","College of Agriculture and Life Sciences","Applied Ecology","","False","2","30","#E69F00","False",""
"mbnsonwu","Maura Nsonwu","College of Humanities and Social Sciences","Social Work","","False","3","28","#CC79A7","False",""
"kmathews","Kyle Mathews","College of Veterinary Medicine","Clinical Sciences","","False","7","66","#56B4E9","False",""
"dhpoole","Daniel Poole","College of Agriculture and Life Sciences","Animal Science","","False","7","51","#E69F00","False",""
"mpmarti7","Meredith Martin","College of Natural Resources","Forestry and Environmental Resources","","False","1","18","#9B59B6","False",""
"bcjohns2","Bonnie Fusarelli","College of Education","Educational Leadership, Policy, and Human Development","","False","2","10","#D55E00","False",""
"kmcharro","Kat Charron","College of Humanities and Social Sciences","History","","False","1","8","#CC79A7","False",""
"kbflores","Kevin Flores","College of Sciences","Mathematics","","False","4","42","#009E73","False",""
"xlin35","Xingcheng Lin","College of Sciences","Physics","","False","4","56","#009E73","False",""
"hsarmstr","Helen Armstrong","College of Design","Graphic Design & Industrial Design","","False","1","5","#E74C3C","False",""
"astaicu","Ana-Maria Staicu","College of Sciences","Statistics","","False","6","68","#009E73","False",""
"jbelmon2","Julio Monti Belmonte","College of Sciences","Physics","","False","3","29","#009E73","False",""
"slvaden","Shelly Vaden","College of Veterinary Medicine","Clinical Sciences","","False","3","84","#56B4E9","False",""
"hcui9","Hantao Cui","College of Engineering","Electrical and Computer Engineering","","False","9","70","#0072B2","False",""
"cproulx","Caroline Proulx","College of Sciences","Chemistry","","False","2","42","#009E73","False",""
"nrames","Natalie Ames","College of Humanities and Social Sciences","Social Work","","False","1","13","#CC79A7","False",""
"bkgoodwi","Barry Goodwin","College of Agriculture and Life Sciences","Agricultural and Resource Economics","","False","2","76","#E69F00","False",""
"ksaul","Katherine Saul","College of Engineering","Mechanical and Aerospace Engineering","","False","3","76","#0072B2","False",""
"lsguerta","Lucie Guertault","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","5","25","#E69F00","False",""
"mjlewis","Melissa Lewis","College of Veterinary Medicine","Clinical Sciences","","False","2","55","#56B4E9","False",""
"rbhayes","Robert Hayes","College of Engineering","Nuclear Engineering","","False","6","61","#0072B2","False",""
"skmishra","Santosh Mishra","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","2","35","#56B4E9","False",""
"tnwilli7","Tova Williams Cherry","Wilson College of Textiles","Textile Engineering, Chemistry and Science","","False","1","10","#1ABC9C","False",""
"vmbakerr","Michelle Russell","College of Humanities and Social Sciences","Psychology","","False","2","14","#CC79A7","False",""
"tprange","Timo Prange","College of Veterinary Medicine","Clinical Sciences","","False","8","34","#56B4E9","False",""
"spontak","Richard Spontak","College of Engineering","Chemical and Biomolecular Engineering","","False","17","144","#0072B2","False",""
"bmrao","Balaji Rao","College of Engineering","Chemical and Biomolecular Engineering","","False","2","67","#0072B2","False",""
"mdlorenz","Marce Lorenzen","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","4","49","#E69F00","False",""
"ksmulvey","Kelly Lynn Mulvey","College of Humanities and Social Sciences","Psychology","","False","10","138","#CC79A7","False",""
"mbedward","Michael Edwards","College of Natural Resources","Parks, Recreation and Tourism Management","","False","2","57","#9B59B6","False",""
"rcrespo","Rocio Crespo","College of Veterinary Medicine","Population Health and Pathobiology","","False","3","64","#56B4E9","False",""
"hdwester","Hans Westermeyer","College of Veterinary Medicine","Clinical Sciences","","False","2","43","#56B4E9","False",""
"vgcarraw","Virginia Stage","College of Agriculture and Life Sciences","Agricultural and Human Sciences","","False","3","60","#E69F00","False",""
"kbchen2","Karen Chen","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","1","46","#0072B2","False",""
"akemper","Lex Kemper","College of Sciences","College of Sciences Administration","","False","9","125","#009E73","False",""
"scshanno","Steven Shannon","College of Engineering","Nuclear Engineering","","False","1","56","#0072B2","False",""
"arellis","Alan Ellis","College of Humanities and Social Sciences","Social Work","","False","4","72","#CC79A7","False",""
"nmatsud","Noboru Matsuda","College of Engineering","Computer Science","","False","2","34","#0072B2","False",""
"drsheehy","Donald Sheehy","College of Engineering","Computer Science","","False","1","29","#0072B2","False",""
"amikael","Aram Mikaelyan","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","3","37","#E69F00","False",""
"oaharrys","Ola Lars Harrysson","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","5","61","#0072B2","False",""
"cmjones6","Corey Jones","College of Sciences","Mathematics","","False","3","40","#009E73","False",""
"fldelosr","Francis de los Reyes","College of Engineering","Civil, Construction and Environmental Engineering","","False","5","93","#0072B2","False",""
"lgrace2","Landon Grace","College of Engineering","Mechanical and Aerospace Engineering","","False","2","36","#0072B2","False",""
"randers6","Robin Anderson","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","1","8","#D55E00","False",""
"agduffy","Alli Duffy","College of Sciences","Biological Sciences","","False","1","12","#009E73","False",""
"kamyers2","Kelly Umstead","College of Design","Graphic Design & Industrial Design","","False","1","16","#E74C3C","False",""
"cjmattin","Carolyn Mattingly","College of Sciences","Biological Sciences","","False","5","59","#009E73","False",""
"macubeta","Marc Cubeta","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","3","64","#E69F00","False",""
"mtulbure","Mirela Tulbure","College of Natural Resources","Forestry and Environmental Resources","","False","4","55","#9B59B6","False",""
"gefernan","Gina Fernandez","College of Agriculture and Life Sciences","Horticultural Science","","False","3","48","#E69F00","False",""
"candice","Ioannis Viniotis","College of Engineering","Electrical and Computer Engineering","","False","2","23","#0072B2","False",""
"sbhatta4","Subhashish Bhattacharya","College of Engineering","Electrical and Computer Engineering","","False","58","632","#0072B2","False",""
"cdrock","Christopher Rock","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","1","21","#0072B2","False",""
"lkhanley","Linda Hanley-Bowdoin","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","6","54","#E69F00","False",""
"ejakubi","Elena Jakubikova","College of Sciences","Chemistry","","False","6","85","#009E73","False",""
"jlswann","Julie Swann","College of Engineering","Edward P. Fitts Department of Industrial & Systems Engineering","","False","4","100","#0072B2","False",""
"dbdoughe","Daniel Dougherty","College of Sciences","Physics","","False","3","70","#009E73","False",""
"jmbradl5","Justin Bradley","College of Engineering","Computer Science","","False","7","50","#0072B2","False",""
"mjovano","Milena Jovanovic","College of Sciences","Chemistry","","False","1","24","#009E73","False",""
"otfoye","Ondulla Toomer","College of Agriculture and Life Sciences","Food, Bioprocessing, and Nutrition Sciences","","False","1","20","#E69F00","False",""
"sesuter","Steven Suter","College of Veterinary Medicine","Clinical Sciences","","False","2","52","#56B4E9","False",""
"sflim","Shuang Fang Lim","College of Sciences","Physics","","False","4","22","#009E73","False",""
"jjrice","Jacelyn Rice-Boayue","College of Engineering","Civil, Construction and Environmental Engineering","","False","2","15","#0072B2","False",""
"jaellis5","Jesse Ellis","Poole College of Management","Finance","","False","3","14","#F0E442","False",""
"szgurbuz","Sevgi Gurbuz","College of Engineering","Electrical and Computer Engineering","","False","8","125","#0072B2","False",""
"mlcrowle","Martha Crowley","College of Humanities and Social Sciences","Sociology and Anthropology","","False","1","14","#CC79A7","False",""
"jhu35","Jingjie Hu","College of Engineering","Mechanical and Aerospace Engineering","","False","4","31","#0072B2","False",""
"rdewey","Ralph Dewey","College of Agriculture and Life Sciences","Crop and Soil Sciences","","False","1","37","#E69F00","False",""
"xie","Lian Xie","College of Sciences","Marine, Earth, and Atmospheric Sciences","","False","3","78","#009E73","False",""
"aneilso","Andrew Neilson","College of Agriculture and Life Sciences","Kannapolis Research","","False","12","122","#E69F00","False",""
"gsseiler","Gabriela Seiler","College of Veterinary Medicine","Molecular Biomedical Sciences","","False","1","36","#56B4E9","False",""
"sptou","Sandra Tou","College of Veterinary Medicine","Clinical Sciences","","False","2","30","#56B4E9","False",""
"aeroglu","Abdulkerim Eroglu","College of Agriculture and Life Sciences","Kannapolis Research","","False","3","24","#E69F00","False",""
"wiley","Steve Wiley","College of Humanities and Social Sciences","Communication","","False","2","9","#CC79A7","False",""
"drasmus","David Rasmussen","College of Agriculture and Life Sciences","Entomology and Plant Pathology","","False","2","57","#E69F00","False",""
"hall","Carol Hall","College of Engineering","Chemical and Biomolecular Engineering","","False","7","152","#0072B2","False",""
"iherrma","Ina Herrmann","College of Veterinary Medicine","Clinical Sciences","","False","3","20","#56B4E9","False",""
"jayscue","Jenn Ayscue","College of Education","Educational Leadership, Policy, and Human Development","","False","1","30","#D55E00","False",""
"aybozkur","Alper Bozkurt","College of Engineering","Electrical and Computer Engineering","","False","6","122","#0072B2","False",""
"techekk","Tarek Echekki","College of Engineering","Mechanical and Aerospace Engineering","","False","4","72","#0072B2","False",""
"wasandov","William Sandoval","College of Education","Science, Technology, Engineering, & Mathematics Education","","False","1","33","#D55E00","False",""
"arbinder","Andy Binder","College of Humanities and Social Sciences","Communication","","False","2","25","#CC79A7","False",""
"ldparks","Lisa Parks","College of Sciences","Biological Sciences","","False","1","4","#009E73","False",""
"sghosh2","Sujit Ghosh","College of Sciences","Statistics","","False","4","118","#009E73","False",""
"kesaker","Korinn Saker","College of Veterinary Medicine","College of Veterinary Medicine Administration","","False","5","15","#56B4E9","False",""
"tfang2","Tiegang Fang","College of Engineering","Mechanical and Aerospace Engineering","","False","7","163","#0072B2","False",""
"wftb","William Thompson","College of Agriculture and Life Sciences","Plant and Microbial Biology","","False","2","26","#E69F00","False",""
"wyuan2","Wenqiao Yuan","College of Agriculture and Life Sciences","Biological and Agricultural Engineering","","False","5","73","#E69F00","False",""
"teshrive","Thomas Shriver","College of Humanities and Social Sciences","Sociology and Anthropology","","False","6","60","#CC79A7","False",""
