"source","target","weight","cross_college","papers"
"mgpapich","pbiziko","1","False","Hydroxyzine and cetirizine pharmacokinetics and pharmacodynamics after"
"ajbirken","bwkeene","1","False","Use of a nitinol gooseneck snare catheter for removal of adult Dirofil"
"japiedra","mbreen3","1","False","Enhancement of Extra Chromosomal Recombination in Somatic Cells by Aff"
"bkgoodwi","sghosh2","1","True","Spatio‐Temporal Modeling of Agricultural Yield Data with an Applicatio"
"djhanson","mdrake","1","False","Effect of Salt and Sodium Nitrite on Growth and Enterotoxin Production"
"jrbochin","liclarke","1","False","Dynamics within Alkylsiloxane Self-Assembled Monolayers Studied by Sen"
"mddickey","rchiech","3","True","Eutectic Gallium‐Indium (EGaIn): A Liquid Metal Alloy for the Formatio|Fabrication of Arrays of Metal and Metal Oxide Nanotubes by Shadow Eva|Fabrication of Conjugated Polymer Nanowires by Edge Lithography"
"gconant","icarbon","1","True","Altered patterns of gene duplication and differential gene gain and lo"
"fjlouws","kmjennin","1","False","Economic Evaluation of Methyl Bromide Alternatives for the Production "
"vukina","xzheng","2","False","Do Alternative Marketing Arrangements Increase Pork Packers' Market Po|Do farmers value the environment? Evidence from a conservation reserve"
"franzen","tismirno","1","False","Substrate Binding Triggers a Switch in the Iron Coordination in Dehalo"
"agupta1","yyazmy","1","False","Computational Modelling of Genome-Side Transcription Assembly Networks"
"mahaider","msolufse","1","False","Analysis of Viscoelastic Wall Properties in Ovine Arteries"
"mdkoci","muse","1","True","Genomic Analysis of Closely Related Astroviruses"
"bsunderw","kim","2","False","Application of viscoelastic continuum damage model based finite elemen|Determination of the appropriate representative elastic modulus for as"
"bsunderw","mnguddat","1","False","Application of viscoelastic continuum damage model based finite elemen"
"kim","mnguddat","1","False","Application of viscoelastic continuum damage model based finite elemen"
"acdon","beasleym","1","False","Information Conveyed in Hiring Announcements of Senior Executives Over"
"dbrown","rhernan2","1","False","Sindbis Virus Conformational Changes Induced by a Neutralizing Anti-E1"
"akrings","qyxiang","1","False","On the Generic Circumscription of Gonolobus (Apocynaceae, Asclepiadoid"
"gkennedy","jwalgenb","1","False","Phenology of the Apple Maggot (Diptera: Tephritidae) in the Southern A"
"alchen","kzering","1","True","Applying Target Costing in the Development of Marketable and Environme"
"kjpeters","kowalsky","2","False","Cleaving of solid single mode polymer optical fiber for strain sensor |Large Deformation In-Fiber Polymer Optical Fiber Sensor"
"kjpeters","thassan","2","False","Cleaving of solid single mode polymer optical fiber for strain sensor |Large Deformation In-Fiber Polymer Optical Fiber Sensor"
"kowalsky","thassan","3","False","Cleaving of solid single mode polymer optical fiber for strain sensor |Cyclic Response of Reinforced Concrete Members at Low Temperatures|Large Deformation In-Fiber Polymer Optical Fiber Sensor"
"boos","stefansk","1","False","Fast FSR Variable Selection with Applications to Clinical Trials"
"aismirno","mvoynov","2","False","Interfacial Surface Properties of Thiol-Protected Gold Nanoparticles: |Mapping Local Protein Electrostatics by EPR of pH-Sensitive Thiol-Spec"
"mrburche","wfhunt","2","False","Reducing Stormwater Bacteria Loads to North Carolina Ocean Recreationa|Implementation and Performance of Stormwater Best Management Practice "
"dmfoster","jgookin","2","False","T1250 Luminal Uptake of L-Arginine By C. Parvum Infected Porcine Ileum|Oral Delivery of L-arginine Stimulates Prostaglandin-dependent Secreto"
"kim","ranji","1","False","Backcalculation of Dynamic Modulus from Resilient Modulus of Asphalt C"
"dxlascel","kmathews","1","False","Evaluation of Wraps Covering the Distal Aspect of Pelvic Limbs for Pre"
"hall","jgenzer","1","False","Simulation of Mechanically Assembled Monolayers and Polymers in Good S"
"aseyam","kmathur","2","False","Towards automation of colour/weave selection in Jacquard designs: mode|Prediction of Color Attributes through Geometric Modeling"
"bkgoodwi","rmrejesu","1","False","Safety Nets or Trampolines? Federal Crop Insurance, Disaster Assistanc"
"bourham","narayan","2","False","Plasma plume dynamics in magnetically assisted pulsed laser deposition|Plasma instabilities in magnetically assisted pulsed laser deposition"
"ajbirken","ebbreits","2","False","Failure to identify an association between serologic or molecular evid|Bartonella DNA in the Blood and Lymph Nodes of Golden Retrievers with "
"mdrake","pcjordan","1","False","Factors Regulating Astringency of Whey Protein Beverages"
"atbliksl","mdkoci","1","True","W1268 Mechanism of Astrovirus Induced Diarrhea"
"bourham","mroe","1","True","Effects of Temperature and Molecular Oxygen on the Use of Atmospheric "
"cbgorman","gnp","1","True","Nanoencapsulation and Stabilization of Single-Molecule/Particle Electr"
"gbuckner","jaosborn","1","True","Evaluation of a novel atrial retractor for exposure of the mitral valv"
"dpgenere","hmitaso","2","False","Effect of sampling density and design on estimation of streambed attri|Spatial and temporal variability of streambed hydraulic conductivity i"
"jgenzer","spontak","1","False","Autophobicity-Driven Surface Segregation and Patterning of Core−Shell "
"atstepan","dxie","1","False","TAA1-Mediated Auxin Biosynthesis Is Essential for Hormone Crosstalk an"
"atstepan","jmalonso","1","False","TAA1-Mediated Auxin Biosynthesis Is Essential for Hormone Crosstalk an"
"dxie","jmalonso","1","False","TAA1-Mediated Auxin Biosynthesis Is Essential for Hormone Crosstalk an"
"dpwarsin","kay","1","True","Estimating LTL rates using publicly available empirical data"
"mhpoore","pferket","1","False","Determination of nitrogen balance in goats fed a meal produced from hy"
"ajbirken","rgmaggi","1","False","Bartonella DNA in the Blood and Lymph Nodes of Golden Retrievers with "
"caharms","ebbreits","1","False","Bartonella species detection in captive, stranded and free-ranging cet"
"caharms","rgmaggi","1","False","Bartonella species detection in captive, stranded and free-ranging cet"
"hdaniels","rjb","2","True","Effects of cyclic feeding on compensatory growth of hybrid striped bas|Sex determination in flatfishes: Mechanisms and environmental influenc"
"aseyam","avkuznet","3","True","Experimental and numerical investigation of the peeling force required|Combined numerical and experimental investigation on the effect of jet|A Porous Medium Model of the Hydro entanglement Process"
"jodle","vfellner","1","False","Supplementing Limited Methionine Diets with Rumen-Protected Methionine"
"dosmond","moorman","1","True","Effect of Vegetation Management on Bird Habitat in Riparian Buffer Zon"
"bwkeene","mgpapich","1","False","Comparison of the pharmacokinetic properties of bisoprolol and carvedi"
"dbbuchwa","gcope","1","True","Differential exposure, duration, and sensitivity of unionoidean bivalv"
"jhvanzan","spontak","1","False","Competitive hydrogen-bonding in polymer solutions with mixed solvents"
"jhvanzan","wekrause","1","True","Competitive hydrogen-bonding in polymer solutions with mixed solvents"
"spontak","wekrause","1","True","Competitive hydrogen-bonding in polymer solutions with mixed solvents"
"eooviedo","mdkoci","1","False","Broiler embryo bone development is influenced by incubator temperature"
"eooviedo","pemozdzi","1","False","Broiler embryo bone development is influenced by incubator temperature"
"mdkoci","pemozdzi","1","False","Broiler embryo bone development is influenced by incubator temperature"
"jcollazo","rcollaz","1","True","Direct Observation of Inversion Domain Boundaries of GaN onc-Sapphire "
"jcollazo","sitar","1","True","Direct Observation of Inversion Domain Boundaries of GaN onc-Sapphire "
"fgould","gkennedy","2","False","Impact of Herbivore-induced Plant Volatiles on Parasitoid Foraging Suc|The Impact of Herbivore-Induced Plant Volatiles on Parasitoid Foraging"
"jgrimes","kanderso","1","False","The Effect of Quicklime (CaO) on Litter Condition and Broiler Performa"
"jgrimes","jwolson","1","True","Role of <i>Campylobacter jejuni</i> Respiratory Oxidases and Reductase"
"sscaag","sscmjv","2","False","Solute transport in the capillary fringe and shallow groundwater: Fiel|Fate of nitrate in the capillary fringe and shallow groundwater in a d"
"evheugte","kdange","1","False","Serum chemistry concentrations of captive woolly monkeys (Lagothrix la"
"evheugte","pferket","1","False","Serum chemistry concentrations of captive woolly monkeys (Lagothrix la"
"kdange","pferket","1","False","Serum chemistry concentrations of captive woolly monkeys (Lagothrix la"
"msolufse","tran","1","False","Introduction to the Special Issues: Short-term Cardiovascular–Respirat"
"awmeade","llfoster","1","False","Measurement invariance in careers research: Using IRT to study gender "
"jaosborn","njolby","1","True","MORPHOLOGY OF THE CAUDAL FOSSA IN CAVALIER KING CHARLES SPANIELS"
"dpwarsin","rbhandfi","1","False","Inventory policies in a fuzzy uncertain supply chain environment"
"ajbirken","jgookin","1","False","Evaluation of Four DNA Extraction Methods for the Detection of <i>Trit"
"eshim","hvtafres","1","True","A study on compression-induced morphological changes of nonwoven fibro"
"hliu4","mbgoshe","1","False","Changes in the <i>Gallus gallus</i> Proteome Induced by Marek’s Diseas"
"liclarke","wekrause","1","True","Fabrication and Characterization of Electrospun Chitosan Nanofibers Fo"
"aismirno","tismirno","1","False","Characterization of magnetic and electronic properties of trimetallic "
"aaiyyer","seyuter","1","False","The Mesoscale Characteristics of Tropical Oceanic Precipitation during"
"jonr","kmjennin","1","False","Effects of Postemergence and Postemergence-Directed Halosulfuron on Tr"
"aismirno","narayan","1","True","Defect dependent ferromagnetism in MgO doped with Ni and Co"
"hall","odvelev","1","False","Phase diagram for stimulus-responsive materials containing dipolar col"
"sarumug","sghosh2","1","True","Multimodel ensembles of streamflow forecasts: Role of predictor state "
"gwalmond","rebaynes","1","False","Sulfamethazine Water Medication Pharmacokinetics and Contamination in "
"dbeggles","jflevine","1","False","Impacts of Road Crossings on Fish Movement and Community Structure"
"ebbreits","slvaden","1","False","Concurrent Hepatic Copper Toxicosis and Fanconi's Syndrome in a Dog"
"dlirving","zikry","1","False","The role of creep in the time-dependent resistance of Ohmic gold conta"
"spontak","tghosh","1","True","Triblock Copolymer Organogels as High-Performance Dielectric Elastomer"
"bwiegman","qyxiang","1","False","Molecular evolution of PISTILLATA-like genes in the dogwood genus Corn"
"jonr","yencho","1","False","‘Covington’ Sweetpotato"
"ebbreits","rcrespo","1","False","Coxiella-Like Infection in Psittacines and a Toucan"
"jjpawlak","richardv","1","False","Development of cross‐linked starch microcellular foam by solvent excha"
"aspnes","franzen","1","False","Dependence of plasmon polaritons on the thickness of indium tin oxide "
"godwin","hdaniels","1","True","Sex determination in flatfishes: Mechanisms and environmental influenc"
"godwin","rjb","1","False","Sex determination in flatfishes: Mechanisms and environmental influenc"
"muth","rcollaz","1","False","Fabrication of a GaN p/n lateral polarity junction by polar doping sel"
"muth","sitar","1","False","Fabrication of a GaN p/n lateral polarity junction by polar doping sel"
"icarbon","macubeta","1","False","Phylogenetic relatedness of the M2 double-stranded RNA in<i>Rhizoctoni"
"cbgorman","jgenzer","1","True","Effect of Substrate Geometry on Polymer Molecular Weight and Polydispe"
"gcmclaug","jpknelle","1","False","Oscillation effects and time variation of the supernova neutrino signa"
"candice","mlsichit","1","False","Modeling the effect of node synchronization times in ultra-wideband wi"
"kito","zhilin","1","False","A finite element method for interface problems with locally modified t"
"baran","sbhatta4","1","False","STATCOM Impact Study on the Integration of a Large Wind Farm into a We"
"jminogu","mgjones3","1","False","Measuring the Impact of Haptic Feedback Using the SOLO Taxonomy"
"gcope","jflevine","1","True","Magnetic resonance imaging of live freshwater mussels (Unionidae)"
"rdutta","rouskas","1","False","On Hierarchical Traffic Grooming in WDM Networks"
